Hours,Summary_Date,Time,Tubing_Pressure,Casing_Pressure,Oil_Data_Hourly,Water_Data_Hourly,Gas_Data_Hourly,
873,12/17/1992,14:00,57.50,69.00,13.92,5.98,6.84,
874,12/17/1992,15:00,69.00,80.50,14.38,5.75,8.86,
875,12/17/1992,16:00,69.00,80.50,11.73,5.87,7.83,
876,12/17/1992,17:00,57.50,69.00,14.38,5.87,7.19,
877,12/17/1992,18:00,69.00,74.75,17.48,11.73,7.82,
878,12/17/1992,19:00,63.25,69.00,11.62,5.75,7.16,
879,12/17/1992,20:00,57.50,63.25,11.62,5.87,6.15,
880,12/17/1992,21:00,63.25,69.00,14.72,5.75,7.45,
881,12/17/1992,22:00,57.50,74.75,11.73,5.75,7.46,
882,12/17/1992,23:00,57.50,69.00,11.62,2.88,6.53,
883,12/17/1992,0:00,57.50,69.00,17.48,2.88,6.54,
884,12/17/1992,1:00,63.25,69.00,17.48,5.75,7.16,
885,12/17/1992,2:00,63.25,69.00,11.62,5.75,7.19,
886,12/17/1992,3:00,57.50,69.00,11.62,5.75,6.16,
887,12/17/1992,4:00,57.50,69.00,11.73,5.87,6.54,
888,12/17/1992,5:00,57.50,69.00,11.62,5.75,6.15,
889,12/17/1992,6:00,57.50,69.00,11.62,5.87,6.90,
890,12/18/1992,7:00,57.50,69.00,11.62,5.75,5.91,
891,12/18/1992,8:00,69.00,80.50,14.49,5.98,9.51,
892,12/18/1992,9:00,46.00,57.50,11.62,5.87,5.12,
893,12/18/1992,10:00,57.50,69.00,17.37,5.75,6.44,
894,12/18/1992,11:00,57.50,69.00,14.49,5.98,7.19,
895,12/18/1992,12:00,57.50,69.00,11.62,5.87,7.20,
896,12/18/1992,13:00,11.50,34.50,2.88,0.00,3.73,
897,12/18/1992,14:00,5.75,34.50,0.00,0.00,0.00,
898,12/18/1992,15:00,0.00,34.50,0.00,0.00,0.00,
899,12/18/1992,16:00,0.00,46.00,0.00,0.00,0.00,
900,12/18/1992,17:00,0.00,46.00,0.00,0.00,0.00,
901,12/18/1992,18:00,69.00,80.50,23.35,3.57,9.32,
902,12/18/1992,19:00,63.25,69.00,34.96,2.88,7.34,
903,12/18/1992,20:00,51.75,57.50,11.62,0.00,5.60,
904,12/18/1992,21:00,34.50,51.75,5.75,0.00,3.31,
905,12/18/1992,22:00,23.00,51.75,0.00,0.00,2.92,
906,12/18/1992,23:00,28.75,51.75,0.00,0.00,2.92,
907,12/18/1992,0:00,0.00,34.50,0.00,0.00,0.00,
908,12/18/1992,1:00,0.00,34.50,0.00,0.00,0.00,
909,12/18/1992,2:00,0.00,46.00,0.00,0.00,0.00,
910,12/18/1992,3:00,69.00,69.00,5.87,2.99,7.20,
911,12/18/1992,4:00,69.00,69.00,11.73,2.88,7.56,
912,12/18/1992,5:00,69.00,57.50,11.62,2.88,6.90,
913,12/18/1992,6:00,46.00,57.50,4.60,1.15,4.60,
914,12/19/1992,7:00,23.00,23.00,0.00,0.00,3.30,
915,12/19/1992,8:00,0.00,46.00,0.00,0.00,1.63,
916,12/19/1992,9:00,0.00,46.00,0.00,0.00,0.00,
917,12/19/1992,10:00,0.00,51.75,0.00,0.00,0.00,
918,12/19/1992,11:00,51.75,69.00,14.95,5.75,6.56,
919,12/19/1992,12:00,40.25,69.00,24.38,3.45,6.12,
920,12/19/1992,13:00,34.50,46.00,4.60,1.15,4.22,
921,12/19/1992,14:00,17.25,28.75,0.00,0.00,3.77,
922,12/19/1992,15:00,0.00,40.25,0.00,0.00,0.00,
923,12/19/1992,16:00,0.00,57.50,0.00,0.00,0.00,
924,12/19/1992,17:00,0.00,57.50,0.00,0.00,0.00,
925,12/19/1992,18:00,0.00,57.50,0.00,0.00,0.00,
926,12/19/1992,19:00,0.00,57.50,0.00,0.00,0.00,
927,12/19/1992,20:00,0.00,57.50,0.00,0.00,0.00,
928,12/19/1992,21:00,0.00,57.50,0.00,0.00,0.00,
929,12/19/1992,22:00,0.00,57.50,0.00,0.00,0.00,
930,12/19/1992,23:00,0.00,57.50,0.00,0.00,0.00,
931,12/19/1992,0:00,0.00,57.50,0.00,0.00,0.00,
932,12/19/1992,1:00,74.75,74.75,28.41,3.34,7.59,
933,12/19/1992,2:00,74.75,80.50,17.48,5.75,8.26,
934,12/19/1992,3:00,40.25,46.00,14.72,3.34,4.24,
935,12/19/1992,4:00,46.00,46.00,0.00,0.00,5.55,
936,12/19/1992,5:00,46.00,46.00,0.00,0.00,4.51,
937,12/19/1992,6:00,0.00,57.50,0.00,0.00,0.00,
938,12/20/1992,7:00,0.00,69.00,0.00,0.00,0.00,
939,12/20/1992,8:00,0.00,69.00,0.00,0.00,0.00,
940,12/20/1992,9:00,0.00,69.00,0.00,0.00,0.00,
941,12/20/1992,10:00,0.00,69.00,0.00,0.00,0.00,
942,12/20/1992,11:00,0.00,69.00,0.00,0.00,0.00,
943,12/20/1992,12:00,46.00,57.50,11.62,2.30,5.53,
944,12/20/1992,13:00,69.00,80.50,31.97,2.65,9.17,
945,12/20/1992,14:00,46.00,57.50,8.74,2.88,4.43,
946,12/20/1992,15:00,28.75,40.25,5.87,9.43,3.83,
947,12/20/1992,16:00,28.75,46.00,5.87,11.62,4.43,
948,12/20/1992,17:00,34.50,63.25,9.20,7.13,5.29,
949,12/20/1992,18:00,34.50,57.50,8.17,7.94,5.24,
950,12/20/1992,19:00,57.50,69.00,14.03,6.10,6.52,
951,12/20/1992,20:00,69.00,69.00,5.87,11.73,7.44,
952,12/20/1992,21:00,69.00,69.00,11.62,11.62,7.16,
953,12/20/1992,22:00,63.25,80.50,5.87,11.62,8.08,
954,12/20/1992,23:00,80.50,80.50,17.48,5.75,9.07,
955,12/20/1992,0:00,80.50,80.50,17.48,5.87,8.80,
956,12/20/1992,1:00,80.50,86.25,5.87,5.87,9.46,
957,12/20/1992,2:00,80.50,86.25,17.48,5.75,8.84,
958,12/20/1992,3:00,57.50,69.00,11.62,2.88,6.24,
959,12/20/1992,4:00,57.50,63.25,5.87,11.73,6.26,
960,12/20/1992,5:00,57.50,63.25,9.20,7.13,6.60,
961,12/20/1992,6:00,57.50,69.00,11.62,11.62,6.54,
962,12/21/1992,7:00,46.00,69.00,20.36,5.06,5.52,
963,12/21/1992,8:00,51.75,69.00,8.86,10.35,5.76,
964,12/21/1992,9:00,46.00,69.00,13.46,7.13,6.21,
965,12/21/1992,10:00,57.50,69.00,12.31,5.75,5.84,
966,12/21/1992,11:00,51.75,69.00,16.79,5.98,6.21,
967,12/21/1992,12:00,51.75,69.00,14.49,5.87,5.85,
968,12/21/1992,13:00,51.75,69.00,14.61,5.75,6.51,
969,12/21/1992,14:00,51.75,69.00,11.62,5.87,6.54,
970,12/21/1992,15:00,57.50,69.00,17.48,6.90,5.85,
971,12/21/1992,16:00,51.75,69.00,17.25,7.71,6.23,
972,12/21/1992,17:00,57.50,69.00,11.62,8.63,5.85,
973,12/21/1992,18:00,0,74.75,0.00,0.00,0,
974,12/21/1992,19:00,0,80.50,0.00,0.00,0,
975,12/21/1992,20:00,0,86.25,0.00,0.00,0,
976,12/21/1992,21:00,0,86.25,0.00,0.00,0,
977,12/21/1992,22:00,0,92.00,0.00,0.00,0,
978,12/21/1992,23:00,0,92.00,0.00,0.00,0,
979,12/21/1992,0:00,0,92.00,0.00,0.00,0,
980,12/21/1992,1:00,0,92.00,0.00,0.00,0,
981,12/21/1992,2:00,0,92.00,0.00,0.00,0,
982,12/21/1992,3:00,0,92.00,0.00,0.00,0,
983,12/21/1992,4:00,0,92.00,0.00,0.00,0,
984,12/21/1992,5:00,0,92.00,0.00,0.00,0,
985,12/21/1992,6:00,0,92.00,0,0,0,
986,12/22/1992,7:00,0,92.00,0,0,0,
987,12/22/1992,8:00,0,92.00,0,0,0,
988,12/22/1992,9:00,0,92.00,0,0,0,
989,12/22/1992,10:00,0,92.00,0,0,0,
990,12/22/1992,11:00,0,0.00,0,0,0,
